run_id,stage,step,progress,layer,alpha,bin_index,bin_low,bin_high,bin_count,bin_agree_count,bin_agreement,bin_damage
1,pilot,72000,0.5034965034965035,1,0.25,0,0.0,0.05,203,143.0,0.7044334975369458,0.29556650246305416
1,pilot,72000,0.5034965034965035,1,0.25,1,0.05,0.1,471,372.0,0.7898089171974523,0.21019108280254772
1,pilot,72000,0.5034965034965035,1,0.25,2,0.1,0.2,1081,925.0,0.8556891766882516,0.14431082331174838
1,pilot,72000,0.5034965034965035,1,0.25,3,0.2,0.4,1313,1243.0,0.9466869763899467,0.0533130236100533
1,pilot,72000,0.5034965034965035,1,0.25,4,0.4,1.01,1540,1528.0,0.9922077922077922,0.007792207792207795
1,pilot,72000,0.5034965034965035,1,0.5,0,0.0,0.05,203,93.0,0.458128078817734,0.541871921182266
1,pilot,72000,0.5034965034965035,1,0.5,1,0.05,0.1,471,261.0,0.554140127388535,0.445859872611465
1,pilot,72000,0.5034965034965035,1,0.5,2,0.1,0.2,1081,778.0,0.7197039777983348,0.28029602220166516
1,pilot,72000,0.5034965034965035,1,0.5,3,0.2,0.4,1313,1111.0,0.8461538461538461,0.15384615384615385
1,pilot,72000,0.5034965034965035,1,0.5,4,0.4,1.01,1540,1478.0,0.9597402597402598,0.04025974025974022
1,pilot,72000,0.5034965034965035,1,0.75,0,0.0,0.05,203,53.0,0.26108374384236455,0.7389162561576355
1,pilot,72000,0.5034965034965035,1,0.75,1,0.05,0.1,471,191.0,0.40552016985138006,0.5944798301486199
1,pilot,72000,0.5034965034965035,1,0.75,2,0.1,0.2,1081,572.0,0.5291396854764108,0.47086031452358923
1,pilot,72000,0.5034965034965035,1,0.75,3,0.2,0.4,1313,899.0,0.6846915460776847,0.3153084539223153
1,pilot,72000,0.5034965034965035,1,0.75,4,0.4,1.01,1540,1341.0,0.8707792207792208,0.12922077922077924
1,pilot,72000,0.5034965034965035,1,1.0,0,0.0,0.05,203,32.0,0.15763546798029557,0.8423645320197044
1,pilot,72000,0.5034965034965035,1,1.0,1,0.05,0.1,471,129.0,0.27388535031847133,0.7261146496815287
1,pilot,72000,0.5034965034965035,1,1.0,2,0.1,0.2,1081,440.0,0.4070305272895467,0.5929694727104533
1,pilot,72000,0.5034965034965035,1,1.0,3,0.2,0.4,1313,716.0,0.5453160700685453,0.4546839299314547
1,pilot,72000,0.5034965034965035,1,1.0,4,0.4,1.01,1540,1216.0,0.7896103896103897,0.21038961038961035
1,pilot,72000,0.5034965034965035,2,0.25,0,0.0,0.05,203,137.0,0.6748768472906403,0.32512315270935965
1,pilot,72000,0.5034965034965035,2,0.25,1,0.05,0.1,471,373.0,0.7919320594479831,0.20806794055201694
1,pilot,72000,0.5034965034965035,2,0.25,2,0.1,0.2,1081,920.0,0.851063829787234,0.14893617021276595
1,pilot,72000,0.5034965034965035,2,0.25,3,0.2,0.4,1313,1228.0,0.9352627570449352,0.06473724295506478
1,pilot,72000,0.5034965034965035,2,0.25,4,0.4,1.01,1540,1529.0,0.9928571428571429,0.0071428571428571175
1,pilot,72000,0.5034965034965035,2,0.5,0,0.0,0.05,203,93.0,0.458128078817734,0.541871921182266
