run_id,stage,step,progress,layer,alpha,top1_agreement,top1_damage,nll_damage,kl,activation_relative_magnitude,activation_absolute_rms,intact_update_rms,layer_parameter_l2,alpha_layer_parameter_l2_proxy,alpha_layer_parameter_l2_relative_model,baseline_nll,baseline_confidence
1,pilot,143000,1.0,4,0.5,0.861545138888889,0.13845486111111108,0.06414413452148438,0.06774905737903382,0.24846936431196,0.12435412241352929,0.24870824482705858,232.34982485035007,116.17491242517504,0.07557362595866589,3.031189733081394,0.41071624888314145
1,pilot,143000,1.0,4,0.75,0.7821180555555557,0.21788194444444442,0.1601450443267821,0.1642604817946752,0.37270395623313063,0.18653113808896807,0.24870824482705858,232.34982485035007,174.26236863776253,0.11336043893799881,3.031189733081394,0.41071624888314145
1,pilot,143000,1.0,4,1.0,0.7003038194444443,0.2996961805555556,0.3336666954888236,0.3286185297701094,0.49693872862392,0.24870824482705858,0.24870824482705858,232.34982485035007,232.34982485035007,0.15114725191733178,3.031189733081394,0.41071624888314145
1,pilot,143000,1.0,5,0.25,0.927517361111111,0.07248263888888891,0.014023515913221521,0.019992676046159532,0.1270685609843996,0.06753965715567271,0.27015862862269086,323.7521009139525,80.93802522848813,0.05265147110302724,3.031189733081394,0.41071624888314145
1,pilot,143000,1.0,5,0.5,0.8602430555555555,0.13975694444444445,0.06021096971299903,0.06956215368376838,0.2541371219687992,0.13507931431134543,0.27015862862269086,323.7521009139525,161.87605045697626,0.10530294220605448,3.031189733081394,0.41071624888314145
1,pilot,143000,1.0,5,0.75,0.7855902777777778,0.2144097222222222,0.14996541870964894,0.15979832741949293,0.38120538327429027,0.20261880093150667,0.27015862862269086,323.7521009139525,242.81407568546442,0.15795441330908175,3.031189733081394,0.41071624888314145
1,pilot,143000,1.0,5,1.0,0.720703125,0.279296875,0.29361097017923976,0.3009285231431325,0.5082742439375983,0.27015862862269086,0.27015862862269086,323.7521009139525,323.7521009139525,0.21060588441210895,3.031189733081394,0.41071624888314145
1,pilot,143000,1.0,6,0.25,0.9116753472222222,0.08832465277777779,0.02355888154771583,0.023477779287430972,0.1593808415863249,0.10955074015590881,0.43820296062363523,305.41172359733054,76.35293089933263,0.04966879440817735,3.031189733081394,0.41071624888314145
1,pilot,143000,1.0,6,0.5,0.8287760416666666,0.17122395833333337,0.09425486458672398,0.0933558601472113,0.3187616831726498,0.21910148031181761,0.43820296062363523,305.41172359733054,152.70586179866527,0.0993375888163547,3.031189733081394,0.41071624888314145
1,pilot,143000,1.0,6,0.75,0.7215711805555557,0.2784288194444444,0.26124972767300064,0.25320787727832794,0.4781420860025618,0.3286519514189826,0.43820296062363523,305.41172359733054,229.0587926979979,0.14900638322453202,3.031189733081394,0.41071624888314145
1,pilot,143000,1.0,6,1.0,0.6030815972222222,0.39691840277777773,0.597056574291653,0.5707003010643853,0.6375233663452996,0.43820296062363523,0.43820296062363523,305.41172359733054,305.41172359733054,0.1986751776327094,3.031189733081394,0.41071624888314145
1,pilot,143000,1.0,7,0.25,0.931640625,0.068359375,0.016420761744181167,0.016100453005896673,0.15383417904376984,0.11240201195081075,0.449608047803243,441.30632770615813,110.32658192653953,0.07176919406919746,3.031189733081394,0.41071624888314145
