target_id,run_id,step,progress,layer,selected_beta,match_class,target_kl,target_nll_damage,achieved_kl,achieved_nll_damage,relative_kl_error,relative_nll_error
r8_s72000_l8,8,72000,0.5034965034965035,8,0.531746070019,C,0.5807838241259257,0.7138565911187067,0.6375993997962387,0.6275168348241733,0.0978256854100958,0.12094832122948777
r8_s72000_l9,8,72000,0.5034965034965035,9,0.35661446562,A,0.30478105942408246,0.29945537779066306,0.3100493119822608,0.2949170448161942,0.01728536729977915,0.015155289605873366
r8_s72000_l10,8,72000,0.5034965034965035,10,0.494565164974,B,0.4546317756175995,0.48912805981106217,0.4801525517746254,0.45938414997524646,0.05613504714293409,0.0608100664828843
r8_s143000_l1,8,143000,1.0,1,0.62324227185,A,0.6980229881074694,0.6730988290574818,0.694583899445004,0.6758358743455677,0.004926898857278083,0.004066334942098274
r8_s143000_l2,8,143000,1.0,2,0.688243954328,A,0.7849934034877353,0.7439439031812881,0.771021341836011,0.7526284677010997,0.017798954220033476,0.011673681957285447
r8_s143000_l3,8,143000,1.0,3,0.74109297624,B,0.9562838276227316,0.9007845454745823,0.9068009500150327,0.9368190588774503,0.051744969619175525,0.04000347650707425
r8_s143000_l4,8,143000,1.0,4,0.649003653765,A,1.8047940333684285,1.764314068688287,1.7582800167578239,1.8166594152097346,0.025772479158614064,0.02966895035889789
r8_s143000_l5,8,143000,1.0,5,0.322765732516,A,0.44762351446681553,0.4831451045142279,0.45430729124281144,0.4752068961108167,0.01493169272830165,0.01643027804530098
r8_s143000_l6,8,143000,1.0,6,0.326237921249,A,0.4478689365916782,0.4873672591315377,0.46548775611100374,0.47093355214154276,0.03933923092181153,0.03371934959119993
r8_s143000_l7,8,143000,1.0,7,0.353508845605,A,0.45761813057793505,0.47159806887308786,0.46657791844120733,0.4647345807817249,0.019579180247813195,0.014553681502023774
r8_s143000_l8,8,143000,1.0,8,0.598483846864,B,0.7230100499259101,0.8426271544562448,0.7768423513129905,0.7763103025930898,0.0744558134323615,0.07870248604303673
r8_s143000_l9,8,143000,1.0,9,0.42124957938,A,0.4151734941535526,0.4186571968926325,0.42118297462110166,0.41437167591518786,0.014474624589863571,0.010236348519128474
r8_s143000_l10,8,143000,1.0,10,0.674721768113,A,0.9103376732932197,0.9312289555867513,0.9206218498724478,0.9190808402167425,0.01129710093400063,0.013045250898949392
